BusinessName,BusinessType,AddressLine1,AddressLine2,AddressLine3,PostCode,RatingValue,RatingDate,LocalAuthorityName,Hygiene,Structural,ConfidenceInManagement,Longitude,Latitude
Pizza Cottage Reading,Takeaway/sandwich shop,383 Oxford Road,Reading,,RG30 1HA,4,2025-04-23,Reading,5,10,5,-0.995111,51.4564339
Pizza Express at The Oracle,Restaurant/Cafe/Canteen,Bridge Street,Reading,,RG1 2AG,5,2025-07-25,Reading,5,5,0,,
Pizza Go Go,Takeaway/sandwich shop,49 Basingstoke Road,Reading,,RG2 0ER,4,2025-04-05,Reading,5,10,5,-0.9663339,51.4401241
Pizza House,Takeaway/sandwich shop,80 Oxford Road,Reading,,RG1 7LJ,1,2026-04-17,Reading,15,15,20,-0.9794643,51.4552017
Pizza Hut,Takeaway/sandwich shop,231a Shinfield Road,Reading,,RG2 8HD,5,2024-08-20,Reading,0,5,0,-0.9463092,51.4268983
Pizza Hut,Takeaway/sandwich shop,529 Oxford Road,Reading,,RG30 1HJ,5,2026-04-18,Reading,5,5,5,-1.0008116,51.4577146
Pizza Press,Mobile caterer,370 Tilehurst Road,Reading,,RG30 2NG,5,2026-01-28,Reading,5,5,5,-1.0134458,51.4518508
Pizza Presto,Takeaway/sandwich shop,53 Whitley Street,Reading,,RG2 0EG,5,2025-01-07,Reading,5,5,5,-0.9650832,51.4451664
Platter (by Benugo at John Lewis),Takeaway/sandwich shop,108-113 Broad Street,Reading,,RG1 2BB,5,2026-07-22,Reading,5,0,0,-0.9720641,51.4553168
Playday,Hospitals/Childcare/Caring Premises,100 Hemdean Road,Caversham,Reading,RG4 7SD,5,2026-01-29,Reading,5,5,0,-0.97409166,51.47131093
Playlist Live / Live Investments,Pub/bar/nightclub,108 Friar Street,Reading,,RG1 1EP,4,2026-02-06,Reading,5,10,5,-0.97494,51.45641
Playtime at The Oracle,Mobile caterer,Bridge Street,Reading,,RG1 2AG,5,2024-04-21,Reading,5,5,5,,
PMK Supermarket,Retailers - other,536-540 Northumberland Avenue,Reading,,RG2 8NY,2,2026-07-07,Reading,10,15,10,-0.9594229,51.4194352
Polski Sklep Smaczek Reading Ltd,Retailers - other,23-25 Oxford Road,Reading,,RG1 7QG,5,2025-01-29,Reading,5,5,5,-0.9763416,51.4551834
Popeyes,Restaurant/Cafe/Canteen,107 Broad Street,Reading,,RG1 2AX,5,2025-01-26,Reading,5,5,5,-0.9724942,51.4553738
Popeyes Louisiana Chicken,Restaurant/Cafe/Canteen,Unit 3a Proctor End North,Reading,,RG2 0GG,4,2025-08-26,Reading,5,5,10,-0.9743579,51.4177867
Popworld/ Sub 89,Pub/bar/nightclub,110-117 Friar Street,Reading,,RG1 1EP,5,2025-08-26,Reading,5,5,5,-0.9743697,51.456479
Poundland at Broad Street Mall,Retailers - other,Broad Street,Reading,,,5,2025-10-23,Reading,0,5,5,-0.97217255,51.45564665
Premier,Retailers - other,11 St Marys Butts,Reading,,RG1 2LN,5,2025-08-28,Reading,0,5,0,-0.975304,51.4545988
Premier,Retailers - other,26 Coronation Square,Reading,,RG30 3QN,3,2025-04-22,Reading,5,10,10,-1.0105472,51.4421241
Premier,Retailers - other,72 Christchurch Road,Reading,,RG2 7AZ,5,2025-08-28,Reading,5,5,0,-0.9554591,51.4427195
Premier Addington Local,Retailers - other,80 Addington Road,Reading,,RG1 5PX,5,2025-02-11,Reading,0,5,5,-0.9478709,51.448439
Premier Berkeley Stores,Retailers - other,39a Berkeley Avenue,Reading,,RG1 6JS,1,2026-05-12,Reading,15,15,20,-0.9806087,51.4477573
Premier Caversham Londis,Retailers - other,225 Caversham Road,Reading,,RG1 8BB,AwaitingInspection,,Reading,,,,-0.9777433,51.4646104
Premier Education Holiday Camp @ New Christ Church Primary School,Other catering premises,Milman Road,Reading,,RG2 0AY,4,2025-05-07,Reading,5,10,5,-0.96827625,51.44354935
Premier Inn,Hotel/bed & breakfast/guest house,Richfield Avenue,Reading,Berkshire,RG1 8BQ,5,2024-12-28,Reading,5,5,5,,
Premier Inn Reading Central,Hotel/bed & breakfast/guest house,Letcombe Street,Reading,Berkshire,RG1 2HN,5,2025-06-06,Reading,0,5,0,,
Premier Park Lane,Retailers - other,4 Park Lane,Tilehurst,Reading,RG31 5DL,5,2026-01-13,Reading,5,5,5,-1.0443445,51.4566835
"Premier Stores ""Earley Express""",Retailers - other,125 Wokingham Road,Reading,,RG6 1LH,4,2026-06-29,Reading,0,10,10,-0.9358805,51.4479892
Pret  A Manger,Restaurant/Cafe/Canteen,211 Shinfield Road,Reading,,RG2 8HA,5,2024-09-19,Reading,5,5,5,-0.945974,51.4275769
Pret a Manger at Thames Tower,Restaurant/Cafe/Canteen,37-45 Station Road,Reading,,RG1 1LX,5,2025-12-04,Reading,0,0,0,-0.972243,51.45775269
Pret a Manger at The Oracle,Restaurant/Cafe/Canteen,Bridge Street,Reading,,RG1 2AQ,5,2026-06-22,Reading,5,5,5,-0.97236539,51.45247823
Prezzo,Restaurant/Cafe/Canteen,10-12 King Street,Reading,,RG1 2HF,5,2024-06-28,Reading,5,5,5,-0.9702218,51.4546801
Prime Seven Mart,Retailers - other,10-12 Oxford Road,Reading,,RG1 7LA,4,2026-07-31,Reading,5,5,10,-0.9760731,51.4556037
Prospect Bowling Club,Pub/bar/nightclub,Honey End Lane,Reading,Berkshire,,5,2024-04-18,Reading,5,0,5,,
Providence Chapel,Other catering premises,103 Oxford Road,Reading,,RG1 7UD,5,2025-05-24,Reading,0,5,0,-0.9796732,51.4548708
Pudd n Parcel,Other catering premises,24 Peppard Road Emmer Green,Reading,,RG4 8NG,5,2026-08-01,Reading,0,0,0,-0.958719,51.478893
Punjab Foods,Retailers - other,42 Erleigh Road,Reading,,RG1 5NA,3,2025-10-07,Reading,10,5,10,-0.9504091,51.4494508
Pure Elegance Cakes and Bakes,Other catering premises,,,,,5,2024-12-05,Reading,0,0,5,,
Puree mobile van,Mobile caterer,Pitch 5 Broad Street,Reading,,RG1 2AA,5,2025-09-18,Reading,5,5,5,-0.9708528,51.45541651
PureGym,Retailers - other,350 Basingstoke Road,Reading,,RG2 0NT,Exempt,,Reading,,,,-0.9693995,51.4330475
PureGym,Retailers - other,69 Caversham Road,Reading,,RG1 8AD,Exempt,,Reading,,,,-0.9761194,51.4606217
Purple Turtle,Pub/bar/nightclub,9 Gun Street,Reading,,RG1 2JR,5,2025-07-24,Reading,0,5,0,-0.9728865,51.4539392
Quality Care Providers,Hospitals/Childcare/Caring Premises,51a Circuit Lane,Southcote,Reading,RG30 3HB,4,2026-06-06,Reading,10,0,5,-1.0067423,51.443081
Quality Care Providers Limited,Hospitals/Childcare/Caring Premises,88 Northumberland Avenue,Reading,,RG2 7PP,AwaitingInspection,,Reading,,,,-0.9628092,51.438852
Quattro Restaurant,Restaurant/Cafe/Canteen,14 Prospect Street,Caversham,Reading,RG4 8JG,5,2026-06-19,Reading,5,5,5,-0.9728454,51.4679756
Quick Keto,Other catering premises,,,,,5,2024-09-19,Reading,5,0,5,,
Quirky Penguin,Retailers - other,,,,,AwaitingInspection,,Reading,,,,,
Qumin Takeaway,Takeaway/sandwich shop,116 Henley Road,Caversham,Reading,RG4 6DH,3,2025-06-23,Reading,10,10,10,-0.959102,51.4709204
Rafina Coffee Lounge,Restaurant/Cafe/Canteen,45 West Street,Reading,,RG1 1TZ,2,2025-10-09,Reading,15,15,10,-0.9763603,51.4562806
Rahim Superstore,Retailers - other,59-61 Wokingham Road,Reading,,RG6 1LH,4,2025-03-26,Reading,10,10,0,-0.9374706,51.4490629
Rainbow Day Nursery,Hospitals/Childcare/Caring Premises,19 Craven Road,Reading,,RG1 5LE,5,2025-04-11,Reading,0,5,5,-0.9563189,51.449018
Rancheese,Restaurant/Cafe/Canteen,171 Caversham Road,Reading,,RG1 8BB,3,2026-02-10,Reading,10,5,10,-0.9765602,51.4634401
Ranjana Foods,Manufacturers/packers,,,,,5,2025-10-30,Reading,0,0,5,,
Rap Café,Other catering premises,Regus 200 Brook Drive Green Park,Reading,,RG2 6UB,1,2025-09-12,Reading,15,10,20,-0.9879433,51.4251523
RCCG Victory at Reading,Other catering premises,553 Oxford Road,Reading,,RG30 1HJ,3,2025-04-22,Reading,10,10,10,-1.0009545,51.4577607
Readifood,Retailers - other,33 Boulton Road,Reading,,RG2 0NH,Exempt,,Reading,,,,-0.9738372,51.4365753
Reading & District Irish Association,Pub/bar/nightclub,96-104 Chatham Street,Reading,,RG1 7HT,4,2025-02-02,Reading,5,5,10,-0.9812919,51.4565125
Reading Beach & Christmas Bar,Pub/bar/nightclub,Bridge Street,Reading,,,4,2017-07-31,Reading,5,5,10,,
Reading Biscuit Factory,Retailers - other,1a Queens Walk,Reading,,RG1 7QF,5,2024-07-02,Reading,5,5,5,-0.9775046,51.4550369
Reading Bowling Club,Pub/bar/nightclub,94 Kendrick Road,Reading,,RG1 5DW,3,2026-06-19,Reading,10,10,5,-0.9635822,51.4466368
Reading Delicious Cake,Other catering premises,,,,,5,2026-05-09,Reading,5,5,5,,
Reading Express,Retailers - other,102 Oxford Road,Reading,,RG1 7LL,3,2025-01-15,Reading,10,10,10,-0.9803139,51.4551821
Reading Food Centre,Retailers - other,75 Northumberland Avenue,Reading,,RG2 7PT,3,2026-04-15,Reading,10,10,10,-0.9623134,51.4391444
Reading Gateway Premier Inn,Pub/bar/nightclub,Reading Gateway,Imperial Way,Reading,RG2 0TA,5,2026-05-09,Reading,5,5,5,,
Reading Ghana Seventh-Day Adventist Church,Other catering premises,10 Cremyll Road,Reading,,RG1 8NQ,4,2026-07-25,Reading,5,5,10,-0.9815516,51.4636095
Reading Golders luncheon Group at Wesley Methodist Church,Restaurant/Cafe/Canteen,84 Queens Road,Reading,,RG1 4BW,5,2026-02-03,Reading,5,5,5,-0.9618457,51.4534102
Reading Grill,Takeaway/sandwich shop,405 Oxford Road,Reading,,RG30 1HA,3,2026-03-19,Reading,10,10,10,-0.9959905,51.4566602
Reading Hindu Temple,Other catering premises,112 Whitley Street,Reading,Berkshire,RG2 0EQ,5,2026-07-25,Reading,0,5,5,-0.9655,51.4442
Reading Local,Retailers - other,252-256 Kings Road,Reading,,RG1 4HP,3,2025-03-19,Reading,10,10,10,-0.9558026,51.4533565
Reading Mencap,Hospitals/Childcare/Caring Premises,21 Alexandra Road,Reading,,RG1 5PE,Exempt,,Reading,,,,-0.9525864,51.4505133
Reading Mini Mart,Retailers - other,302 Oxford Road,Reading,,RG30 1AD,1,2026-03-24,Reading,10,10,20,-0.9945594,51.456645
Reading Pharmacy,Retailers - other,105 Wokingham Road,Reading,,RG6 1LN,Exempt,,Reading,,,,-0.936462,51.4483541
Reading Quality Fish,Retailers - other,7 West Street,Reading,,RG1 1TT,1,2025-10-07,Reading,20,10,20,-0.9755273,51.4562014
Reading Railway Club,Pub/bar/nightclub,6a Station Hill,Reading,,RG1 1NB,5,2025-07-31,Reading,5,5,5,,
Reading School,School/college/university,Erleigh Road,Reading,,RG1 5LW,5,2025-01-16,Reading,5,5,5,-0.95043445,51.44962865
Reading Sea Cadets,Restaurant/Cafe/Canteen,Oxford Road,Reading,,RG30 1HW,5,2026-07-23,Reading,0,0,5,-1.00416655,51.45879035
Reading Socialeyes,Restaurant/Cafe/Canteen,Redlands Parish Church & Hall St Luke's Church,Reading,,RG1 5LH,AwaitingInspection,,Reading,,,,,
Reading Supermarket,Retailers - supermarkets/hypermarkets,437-439 Oxford Road,Reading,,RG30 1HD,4,2025-09-30,Reading,10,5,5,-0.9973589,51.4569747
Reading Tandoori,Restaurant/Cafe/Canteen,262-264 Oxford Road,Reading,,RG30 1AD,4,2026-04-07,Reading,5,10,5,-0.9932554,51.4563821
Reading West SDA,Other catering premises,24 Portman Road,Reading,,RG30 1EA,5,2025-08-21,Reading,0,0,5,-0.9976038,51.4609153
Ready Tasty Fish & Chips,Takeaway/sandwich shop,112 Henley Road,Caversham,Reading,RG4 6DH,1,2026-02-19,Reading,10,10,20,-0.9592891,51.4709221
Re-Charge Refectory,School/college/university,Kings Road,Reading,,RG1 4HJ,5,2025-01-21,Reading,5,5,5,,
Recipe Hub,Restaurant/Cafe/Canteen,2-4 Kings Road,Reading,,RG1 3AA,AwaitingInspection,,Reading,,,,-0.9687359,51.4548379
Red Balloon Learner Centre,School/college/university,220 Kings Road,Reading,,RG1 4JJ,5,2026-02-05,Reading,5,5,5,-0.9575966,51.4535703
Red Onion Tandoori,Takeaway/sandwich shop,234c Shinfield Road,Reading,,RG2 8EX,5,2025-03-27,Reading,5,5,5,-0.9466941,51.4276751
Reefah’s flavour,Hotel/bed & breakfast/guest house,Appleton house Alexandra Rd,Reading,,RG1 5PE,AwaitingInspection,,Reading,,,,-0.9533317,51.4519047
Revolucion De Cuba,Pub/bar/nightclub,138-141 Friar Street,Reading,,RG1 1EX,5,2025-11-07,Reading,0,5,0,-0.9730314,51.4564673
Richfields Deli and Grill,Restaurant/Cafe/Canteen,211 Caversham Road,Reading,,RG1 8BB,3,2026-03-02,Reading,10,10,10,-0.9773357,51.4641663
Rio's Kitchen,Manufacturers/packers,,,,,5,2025-09-19,Reading,5,5,5,,
RISC (World Food and Global Refills),Retailers - other,35-39 London Street,Reading,,RG1 4PS,5,2026-08-13,Reading,0,5,5,-0.9679604,51.4528438
Rise Bakehouse,Other catering premises,4 Chatham Street,Reading,,RG1 7JF,4,2025-05-10,Reading,5,10,5,-0.9796026,51.4554547
Rising Sun Art Centre,Other catering premises,30 Silver Street,Reading,Berkshire,RG1 2ST,Exempt,,Reading,,,,,
"River Academy, Maiden Erlegh Trust",School/college/university,7 Richfield Avenue,Reading,,RG1 8EQ,5,2026-04-24,Reading,5,5,5,-0.9879576,51.4646333
Rivermead Leisure Centre,Other catering premises,Richfield Avenue,Reading,,RG1 8EQ,5,2025-08-27,Reading,0,5,0,-0.98610965,51.46400985
Riverspice Restaurant,Restaurant/Cafe/Canteen,206 Caversham Road,Reading,,RG1 8AZ,4,2026-08-18,Reading,5,10,5,-0.9767567,51.4649525
Rizouq,Takeaway/sandwich shop,117 Wokingham Road,Reading,,,3,2025-05-16,Reading,10,10,10,-0.9362489,51.4482353
Rodeo Doughnuts,Manufacturers/packers,54 Britten Road Robert Cort Industrial Estate,Reading,,RG2 0AU,AwaitingInspection,,Reading,,,,,
Rontec Watford Ltd,Retailers - other,Richfield Avenue,Reading,,RG1 8EQ,5,2024-12-28,Reading,0,5,5,-0.98610965,51.46400985
Roosters Fried n Grill,Takeaway/sandwich shop,217 London Road,Reading,,RG1 3NY,2,2025-10-28,Reading,15,15,10,-0.9482197,51.4532977
Roosters Piri Piri,Takeaway/sandwich shop,11-12 West Street,Reading,,RG1 1TT,5,2025-09-05,Reading,5,5,5,-0.9755023,51.4560303
Rosa's Thai,Restaurant/Cafe/Canteen,Unit 1 Jackson's Corner 1-9 Kings Road,Reading,,RG1 3EY,5,2025-03-17,Reading,0,5,5,-0.9687732,51.4551032
Rose Garden Early Years Centre,Hospitals/Childcare/Caring Premises,5 Christchurch Gardens,Reading,,RG2 7AH,4,2019-08-13,Reading,5,10,5,-0.9644754,51.4434166
Rosebank House,Hospitals/Childcare/Caring Premises,Lower Henley Road,Caversham,Reading,RG4 5LE,3,2025-06-19,Reading,10,10,10,,
Roti Joupa Reading,Takeaway/sandwich shop,16 North Street,Reading,,RG1 7DA,AwaitingInspection,,Reading,,,,-0.9802267,51.4576844
Rougevin,Other catering premises,Unit 140 7 Bridgewater Close,Reading,,RG30 1JT,5,2024-07-01,Reading,0,5,5,-1.0059618,51.4604919
Rough Read,Other catering premises,,,,,5,2026-01-19,Reading,0,0,5,,
Royal Berkshire Hospital Central Catering,Hospitals/Childcare/Caring Premises,London Road,Reading,,RG1 5AN,5,2026-02-19,Reading,5,5,0,-0.95611545,51.451942
Royal Chef,Takeaway/sandwich shop,261 Basingstoke Road,Reading,,RG2 0HY,5,2025-10-09,Reading,5,5,0,-0.9681809,51.4341428
Royal Dragon,Takeaway/sandwich shop,242 Northumberland Avenue,Reading,,RG2 7QA,4,2025-10-16,Reading,5,10,5,-0.96265,51.4325474
Royal Halal Meat,Retailers - other,75 Northumberland Avenue,Reading,,RG2 7PT,3,2026-04-16,Reading,10,10,5,-0.9623134,51.4391444
Royal Tandoori / Bhel Phuri at Ibis Styles Hotel,Restaurant/Cafe/Canteen,4-8 Duke Street,Reading,,RG1 4RY,3,2025-11-12,Reading,10,10,10,-0.9691996,51.4546981
Royale Paradise,Takeaway/sandwich shop,250-250A Shinfield Road Reading,Reading,,RG2 8EY,AwaitingInspection,,Reading,,,,-0.9471973,51.4264297
Rozzique,Other catering premises,,,,,3,2026-02-18,Reading,10,10,10,,
S & D Catering Mobile Van at Reading Market,Mobile caterer,Hosier Street,Reading,Berkshire,RG1 7QL,3,2026-07-29,Reading,10,5,10,,
Sabor & Joy Bakery,Other catering premises,,,,,4,2026-02-03,Reading,10,5,5,,
Sadaka at Fairview Youth & Community Centre,Other catering premises,90b Great knolly's Street,Reading,Berkshire,RG1 7HL,4,2024-10-26,Reading,5,5,10,-0.9824218,51.4581319
Saffron Alley,Distributors/Transporters,46-48 Portman Road,Reading,,RG30 1EA,3,2025-10-22,Reading,10,10,10,-1.0036004,51.4618476
Sainsbury's,Retailers - supermarkets/hypermarkets,17-27 Station Road,Reading,,RG1 1LG,5,2025-03-10,Reading,0,0,0,-0.9724049,51.4574509
Sainsbury's,Retailers - supermarkets/hypermarkets,52-55 Friar Street,Reading,,RG1 1DX,4,2025-01-29,Reading,0,10,5,-0.9751758,51.4571155
Sainsbury's,Retailers - supermarkets/hypermarkets,7-8 Broad Street,Reading,,RG1 2BH,5,2025-04-10,Reading,0,5,0,-0.9705346,51.4554922
Salisbury Conservative Club,Pub/bar/nightclub,316 Kings Road,Reading,,RG1 4HX,5,2026-05-18,Reading,5,5,5,-0.9523124,51.4530556
Salma's Cake Time,Other catering premises,,,,,5,2021-09-15,Reading,0,0,5,,
Salt & Smash,Takeaway/sandwich shop,60 Christchurch Road,Reading,,RG2 7AZ,4,2026-04-14,Reading,5,10,5,-0.9559268,51.4428732
Salt Mango Tree,Other catering premises,,,,,5,2024-05-26,Reading,5,5,5,,
Sam 99p,Retailers - other,118-119 Friar Street,Reading,,RG1 1EP,3,2025-04-10,Reading,5,10,10,-0.9740555,51.4563683
Samba's Kitchen Ltd - Mr Massamba Thiam,Mobile caterer,173 Cardiff Road,Reading,,RG1 8HD,3,2025-02-25,Reading,10,5,10,-0.985444,51.4614042
Sambuca Off Licence,Retailers - other,87 Wokingham Road,Reading,,RG6 1LH,4,2025-01-06,Reading,0,5,10,-0.9369013,51.4486458
Sams Wraps Mobile Van,Mobile caterer,Broad Street,Reading,,,4,2025-08-09,Reading,10,5,5,-0.97217255,51.45564665
Sapana Home,Restaurant/Cafe/Canteen,8 Queen Victoria Street,Reading,,RG1 1TG,4,2025-11-05,Reading,10,5,5,-0.9718948,51.4564483
Sara Valy,Other catering premises,,,,,5,2025-03-09,Reading,5,5,5,,
Sarah Cairns,Other catering premises,,,,,5,2025-12-02,Reading,5,5,5,,
Sarah Walters,Other catering premises,,,,,5,2025-09-09,Reading,0,0,0,,
Sarvana Cooks,Other catering premises,,,,,5,2026-03-27,Reading,5,0,5,,
Saucey Lady,Other catering premises,,,,,5,2026-02-10,Reading,0,0,5,,
Savers,Retailers - other,4-5 St Marys Butts,Reading,,RG1 2LN,Exempt,,Reading,,,,-0.9753815,51.4549952
Sea Masters Fish & Chips at Meadway Precinct,Takeaway/sandwich shop,Honey End Lane,Reading,,RG30 4AA,5,2024-10-03,Reading,5,5,5,,
Seasons Afro Caribbean,Takeaway/sandwich shop,375 Oxford Road,Reading,,RG30 1HA,5,2024-07-13,Reading,5,5,5,-0.9948676,51.4563779
Seewoo (Reading),Retailers - supermarkets/hypermarkets,15 Craddock Road,Reading,,RG2 0JT,4,2025-05-07,Reading,5,5,10,-0.975005,51.4383929
Seixal Summer Club,Restaurant/Cafe/Canteen,Riverside The Oracle Shopping Centre,Reading,,RG1 2NG,AwaitingInspection,,Reading,,,,,
Selekt Chicken,Takeaway/sandwich shop,221 London Road,Reading,,RG1 3NY,3,2025-11-19,Reading,10,10,10,-0.9480892,51.4533415
Seoul Plaza,Retailers - other,6-7 St Marys Butts,Reading,,RG1 2LN,5,2024-06-13,Reading,0,5,0,-0.9753815,51.4549952
Serdio Ibericos,Other catering premises,8 Prospect Street,Caversham,Reading,RG4 8JG,3,2025-09-02,Reading,10,10,10,-0.972906,51.4678412
Seven Trees Cider,Other catering premises,,,,,5,2025-08-20,Reading,0,0,5,,
Shahs halal food reading,Takeaway/sandwich shop,33 Oxford Road Reading,Reading,,RG1 7QG,AwaitingInspection,,Reading,,,,-0.9763416,51.4551834
Shake Shack,Restaurant/Cafe/Canteen,121-122 Broad Street,Reading,,RG1 2BD,4,2026-07-23,Reading,10,5,5,-0.9712873,51.455301
Shapla Tandoori,Takeaway/sandwich shop,248c Shinfield Road,Reading,Berkshire,RG2 8EY,3,2026-05-06,Reading,10,10,10,-0.9470085,51.4265089
Shawarma Reading,Takeaway/sandwich shop,13 West Street,Reading,,RG1 1TT,3,2025-04-11,Reading,10,10,10,-0.9754607,51.455958
Shed,Restaurant/Cafe/Canteen,8 Merchants Place,Reading,,RG1 1DT,5,2025-11-07,Reading,0,5,5,-0.9734715,51.4573793
Shell Fairfield Service Station,Retailers - other,Basingstoke Road,Reading,,RG2 0TA,5,2025-10-06,Reading,0,0,0,-0.97315372,51.41665104
Shell Thames Valley Service Station,Retailers - other,George Street,Caversham,Reading,RG4 8DH,5,2025-07-16,Reading,5,5,5,,
Shinfield Local,Retailers - other,252 Shinfield Road,Reading,,RG2 8EY,4,2019-11-27,Reading,0,5,10,-0.9471986,51.4263758
Shirdi Saibaba Temple & Community,Other catering premises,44 West Street,Reading,,RG1 1TZ,1,2026-07-02,Reading,10,15,20,-0.9762765,51.456163
Shruti's Bakes,Other catering premises,,,,,5,2025-01-15,Reading,0,5,0,,
Signature at Caversham,Hospitals/Childcare/Caring Premises,199-203 Henley Road,Caversham,Reading,RG4 6LB,5,2025-01-07,Reading,5,0,5,,
Sip and Spin,Pub/bar/nightclub,19 Eldon Terrace,Reading,,RG1 4DX,4,2025-09-10,Reading,5,10,5,-0.9574099,51.4529212
Siren City Bars,Other catering premises,1 Friars Walk,Reading,,RG1 1HP,3,2025-06-19,Reading,10,10,10,-0.9744245,51.4569228
Siri Guru Singh Sabha Gurdwara,Other catering premises,30a Cumberland Road,Reading,,RG1 3LB,5,2026-07-28,Reading,5,5,5,-0.9490642,51.4541235
Sizzling Kebab,Restaurant/Cafe/Canteen,531 Oxford Road,Reading,,RG30 1HJ,5,2026-04-28,Reading,5,5,5,-1.0008827,51.4577511
Skipper's Fish and Chips,Takeaway/sandwich shop,579 Basingstoke Road,Reading,,RG2 0SJ,4,2025-04-25,Reading,5,5,10,-0.9689863,51.4206977
SKVP Reading,Other catering premises,97 Kings Road,Reading,,RG1 3DD,4,2026-06-30,Reading,5,0,10,-0.9633042,51.4550956
Slamburger,Restaurant/Cafe/Canteen,60 Christchurch Road,Reading,,RG2 7AZ,4,2026-04-14,Reading,5,10,5,-0.9559268,51.4428732
Sloth Coffee Van - Selina Lee,Mobile caterer,23 Battle Place,Reading,,RG30 1AJ,5,2024-04-04,Reading,5,5,5,-0.9961832,51.4573476
Slug & Lettuce,Pub/bar/nightclub,7-9 Friar Street,Reading,,RG1 1DB,5,2025-11-06,Reading,0,0,5,-0.9708073,51.4568074
Slug & Lettuce Riverside Reading,Restaurant/Cafe/Canteen,Bridge Street,Reading,,RG1 2AG,5,2025-02-18,Reading,0,5,0,,
SmashNGrill,Takeaway/sandwich shop,171 Caversham Road,Reading,,RG1 8BB,3,2024-08-17,Reading,10,10,10,-0.9765602,51.4634401
Smiths Newsagency,Retailers - other,63 Gosbrook Road,Caversham,Reading,RG4 8BN,5,2017-12-02,Reading,0,0,5,-0.96967,51.466419
Smoke & Pepper,Restaurant/Cafe/Canteen,2-3 Buttermarket,Reading,,RG1 2DP,5,2026-01-26,Reading,5,5,5,-0.9701349,51.4553448
Smoked Oak,Restaurant/Cafe/Canteen,The Lyndhurst 88 Queesn Road,Reading,,RG1 4DG,4,2026-04-29,Reading,5,10,5,-0.9613512,51.4536396
Smokeez Pizza & Grill,Takeaway/sandwich shop,357 Oxford Road,Reading,,RG30 1AY,1,2026-04-10,Reading,15,15,20,-0.994137,51.4562188
Snowflake Gelato,Restaurant/Cafe/Canteen,The Oracle Upper Level Kiosk,Reading,,RG1 2AG,AwaitingInspection,,Reading,,,,-0.9708313,51.4538133
Sodexo,Other catering premises,350 Brook Drive,Reading,,RG2 6UU,5,2025-06-26,Reading,0,0,0,-0.991022,51.423141
Sodexo at Gillette,Restaurant/Cafe/Canteen,452 Basingstoke Road,Reading,,RG2 0QE,5,2025-03-14,Reading,0,0,0,-0.9722401,51.4288912
Soul Chill Café,Restaurant/Cafe/Canteen,67 London Street,Reading,,RG1 4QA,3,2026-03-06,Reading,10,10,10,-0.9677063,51.4519873
Source Cafe @ Three Green Park,Restaurant/Cafe/Canteen,450 Longwater Avenue,Reading,,RG2 6GF,5,2024-11-26,Reading,0,5,5,-0.9944901,51.4226141
South Reading Over 50s Lunch Club,Other catering premises,28-35 Lexington Grove,Reading,,RG2 8UG,5,2025-01-15,Reading,0,5,5,-0.9626604,51.4132319
